ID,WEEK,Z1,Z2,Z3,Z4,Z5,Z6,Z6A,Z6AA,Z6AB,Z6B,Z6C,Z6D,Z7,Z8,Z9,Z9A,Z9AA,Z10,Z10A,Z11,Z11A,Z12,SEX,METRO,REGION,HWEIGHT,PWEIGHT,STATE,AW1,AW2,AW3,AW4,AW5A,AW5B,AW6,AW7,AW8,AW9,AW10,AW11,AW12A,AW12B,AW12C,AW12D,AW13,AW14,AW15,AW16A,AW16B,AW17,AW18,AW19,AW20,AW21
487,837,2,2,2,2,,4,2,1,1,0,0,2,26,2,4,,,2,,2,3,2,2,2,3,0.649,1.528,5,1,4,5,2,,1,,3,1,4,2,,2,3,3,3,1,3,7,,,3,3,3,1,5
488,837,2,1,1,3,2,6,1,0,1,1,2,2,30,1,1,,,2,,2,1,0,2,1,2,2.652,2.756,55,2,,,,,,,,,,,,,,,,2,,,,,,,1,,5
489,837,2,1,1,2,,3,3,3,0,,,,22,3,1,,,2,,1,1,0,1,2,2,0.871,1.863,19,2,,,,,,,,,,,,,,,,1,,,,,,,1,,3
490,837,2,2,1,2,,2,2,1,1,,,,64,2,5,,,2,,1,2,0,1,1,2,1.693,2.816,27,1,4,5,2,,1,,2,2,3,2,,1,2,3,3,3,1,7,,,2,3,2,,3
491,837,2,1,2,1,,5,3,2,1,2,0,0,23,5,8,,,2,,1,2,1,1,1,2,0.305,1.269,17,1,4,5,2,,1,,2,2,3,2,,1,2,1,3,2,1,1,,1,3,1,2,,3
492,837,2,1,1,2,,1,,0,1,,,,50,2,1,,,1,1,,1,0,2,1,4,1.125,2.164,53,2,,,,,,,,,,,,,,,,,,,,,,,1,,2
493,837,8,2,1,1,,3,2,1,1,0,0,1,23,2,3,,,2,,1,1,0,1,1,4,1,1.924,6,2,,,,,,,,,,,,,,,,,,,,,,,1,,8
494,837,1,2,1,1,,4,2,1,1,0,1,1,26,2,4,,,2,,1,1,0,2,1,3,0.718,1.489,1,2,,,,,,,,,,,,,,,,3,,,,,,,1,,3
495,837,2,2,1,1,,3,1,1,0,0,1,1,23,1,4,,,1,1,,2,0,1,1,3,1.083,1.028,48,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
496,837,1,2,1,1,,4,3,2,1,1,0,0,49,2,9,,2,1,1,,2,0,1,2,3,0.499,2.108,47,1,4,5,2,,1,,2,2,4,2,,1,2,1,1,2,2,1,,2,3,3,2,,2
497,837,1,2,1,2,,4,2,1,1,0,2,0,33,3,7,,,2,,1,1,0,2,1,4,1.243,2.394,6,2,,,,,,,,,,,,,,,,2,,,,,,,1,,3
498,837,1,1,1,1,,1,,0,1,,,,43,4,4,,,2,,1,3,0,2,1,2,1.42,2.363,29,1,3,4,2,,2,,2,1,3,2,,1,2,3,1,2,2,7,,,3,3,3,2,3
499,837,1,2,1,3,1,2,2,1,1,,,,60,3,99,9,,2,,1,2,0,2,1,4,0.832,1.602,6,1,3,5,8,,,2,8,2,3,1,1,1,2,3,8,2,2,7,,,3,3,2,,3
500,837,2,1,2,2,,5,4,0,4,0,0,1,18,3,1,,,2,,1,1,1,2,1,4,0.747,1.437,6,1,2,5,1,2,,,1,7,8,8,,1,3,3,1,3,2,1,,2,3,3,1,,4
501,837,1,2,1,1,,2,2,1,1,,,,45,4,99,9,,2,,1,1,1,2,1,4,0.432,0.869,8,1,2,5,2,,1,,2,2,3,2,,1,2,3,1,2,2,7,,,3,3,1,,1
502,837,2,2,1,1,,3,2,1,1,0,0,1,29,4,5,,,2,,1,1,0,1,1,4,0.969,1.948,4,1,3,5,1,1,,,1,1,2,2,,1,3,1,1,1,2,2,2,,3,2,1,,3
503,837,2,2,1,3,4,3,2,1,1,1,0,0,26,5,5,,,2,,1,2,2,1,1,4,0.452,0.871,6,1,4,5,2,,1,,2,2,3,2,,1,3,3,1,2,1,1,,2,2,3,2,,2
504,837,2,1,1,1,,1,,1,0,,,,25,3,4,,,2,,1,2,0,1,1,4,1.261,1.214,6,2,,,,,,,,,,,,,,,,9,,,,,,,2,,9
505,837,1,5,1,1,,1,,0,1,,,,53,3,6,,,2,,1,0,0,2,1,4,1.125,2.164,6,2,,,,,,,,,,,,,,,,2,,,,,,,0,1,3
506,837,1,4,1,3,1,1,,0,1,,,,75,2,99,9,,2,,1,2,0,2,1,4,0.999,1.923,6,1,3,5,2,,1,,2,2,2,1,1,1,2,2,8,2,2,1,,2,3,3,2,,3
507,837,1,2,1,1,,2,2,1,1,,,,50,4,8,,,2,,1,3,0,1,1,3,0.659,1.253,48,1,4,5,1,1,,,1,1,4,2,,1,3,1,3,3,2,8,,,3,3,3,2,4
508,837,2,1,1,2,,2,2,2,0,,,,18,2,1,,,2,,1,2,0,1,1,4,1,1.924,6,1,4,5,2,,1,,2,7,3,1,2,1,2,3,1,3,2,7,,,2,3,2,,2
509,837,1,2,1,1,,3,3,1,2,,,,57,5,7,,,2,,1,3,0,2,1,4,0.639,2.572,8,1,3,5,2,,1,,2,2,3,2,,1,3,3,1,2,1,7,,,3,3,3,1,3
510,837,1,5,2,3,1,6,4,3,1,2,0,0,51,2,98,1,,2,,1,1,1,1,1,4,0.424,1.635,6,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
511,837,1,2,1,3,2,3,2,1,1,1,0,0,42,4,99,9,,2,,5,8,0,2,1,4,0.861,1.658,6,2,,,,,,,,,,,,,,,,,,,,,,,8,2,2
512,837,1,4,1,3,1,1,,1,0,,,,68,4,5,,,2,,1,1,0,1,1,4,0.848,0.816,6,1,4,5,1,2,,,3,1,1,1,2,1,2,2,1,3,1,7,,,3,3,1,,4
513,837,2,4,1,3,1,2,2,0,2,,,,76,2,1,,,2,,1,1,0,2,1,4,0.999,1.923,6,1,2,4,1,1,,,1,1,2,2,,1,1,1,1,2,2,7,,,3,3,1,,5
515,837,2,5,1,2,,3,1,0,1,0,0,2,34,4,2,,,2,,1,2,0,2,1,4,0.891,0.859,6,1,2,5,2,,2,,2,7,3,2,,1,3,1,2,3,2,2,2,,3,3,2,,3
516,837,1,5,1,1,,3,2,1,1,0,1,0,38,4,6,,,2,,1,3,0,1,1,4,0.842,1.621,6,1,3,5,1,1,,,1,1,1,1,2,1,2,1,1,3,2,7,,,3,3,3,2,3
517,837,2,5,1,1,,1,,0,1,,,,28,4,6,,,2,,5,3,0,2,1,4,0.891,1.716,6,1,4,5,2,,2,,2,7,1,2,,1,2,1,1,2,2,7,,,3,3,3,1,2
518,837,2,2,1,1,,3,2,1,1,0,0,1,30,4,5,,,2,,1,1,0,2,1,4,0.891,1.716,6,2,,,,,,,,,,,,,,,,,,,,,,,1,,5
519,837,1,1,2,2,,6,4,1,3,0,0,2,18,2,1,,,2,,1,3,0,2,1,4,1.36,5.238,53,2,,,,,,,,,,,,,,,,2,,,,,,,3,1,2
520,837,1,1,2,1,,4,3,1,2,0,0,1,27,2,6,,,2,,1,3,0,2,1,4,1.243,4.786,6,1,1,1,8,,,2,2,7,4,2,,1,3,3,3,2,3,8,,,3,3,3,1,4
521,837,2,1,1,1,,1,,0,1,,,,30,1,3,,,1,1,,3,0,2,1,4,2.736,5.267,6,1,1,2,2,,1,,2,1,2,2,,3,3,2,3,2,3,1,,2,3,3,3,2,4
522,837,1,4,1,3,1,4,1,1,0,3,0,0,72,4,99,1,,2,,1,1,0,1,2,4,0.599,0.664,16,1,4,5,1,2,,,3,1,1,2,,1,1,1,1,2,1,1,,2,3,3,1,,7
523,837,2,1,2,2,,3,3,2,1,,,,23,3,5,,,2,,2,3,1,1,1,4,0.757,2.914,6,1,3,4,2,,1,,2,1,3,2,,3,2,1,2,2,2,2,2,,3,3,3,1,2
524,837,1,2,1,1,,5,2,1,1,1,1,1,40,5,5,,,1,1,,3,0,1,1,4,0.842,1.621,6,2,,,,,,,,,,,,,,,,,,,,,,,3,7,4
525,837,1,2,1,3,2,4,2,1,1,0,1,1,28,2,7,,,2,,1,1,0,2,2,4,1.063,2.351,53,1,3,3,1,2,,,1,1,3,2,,1,3,1,3,3,3,8,,,3,3,1,,4
526,837,1,5,1,1,,1,,0,1,,,,50,2,5,,,2,,1,2,0,2,1,4,1.125,2.164,53,2,,,,,,,,,,,,,,,,1,,,,,,,2,,3
527,837,1,2,1,3,1,2,2,1,1,,,,51,1,2,,,2,,1,2,0,2,1,4,2.623,5.275,8,1,3,5,8,,,2,3,7,3,2,,1,8,8,3,2,2,8,,,3,3,2,,3
528,837,1,2,1,3,1,2,2,1,1,,,,47,2,8,,,2,,1,3,0,1,1,4,0.849,1.635,6,1,3,5,9,,,9,9,9,1,1,2,3,3,3,1,3,3,7,,,3,3,3,2,4
529,837,2,4,1,1,,3,1,0,1,2,0,0,99,2,5,,,2,,1,3,0,2,2,4,1.102,1.219,53,1,2,5,8,,,8,8,1,3,2,,1,2,3,3,2,2,8,,,3,3,3,1,3
530,837,2,1,1,1,,2,2,1,1,,,,35,2,7,,,2,,2,2,0,1,1,4,1.777,3.422,6,1,4,5,2,,2,,2,2,3,1,2,1,2,3,1,2,2,1,,2,3,3,2,,1
531,837,1,1,2,3,1,1,,0,1,,,,71,4,3,,,2,,1,2,0,2,1,4,0.691,1.33,6,1,4,5,2,,1,,2,2,2,1,1,1,2,3,1,2,1,7,,,2,3,2,,3
532,837,2,1,1,2,,2,2,1,1,,,,18,2,99,9,,1,9,,2,0,2,1,4,1.416,2.725,6,1,3,3,2,,1,,2,7,3,2,,1,2,2,2,2,2,1,,2,3,2,2,,3
533,837,1,5,1,1,,6,4,2,2,0,0,2,31,2,6,,,2,,1,2,0,2,1,4,1.243,4.786,6,1,3,5,2,,1,,2,2,1,2,,1,2,1,3,2,2,8,,,3,3,2,,2
534,837,2,1,1,2,,3,2,0,2,1,0,0,33,4,4,,,1,1,,2,0,2,1,4,0.891,1.716,6,1,3,5,1,2,,,1,1,1,1,2,1,2,1,1,3,2,2,2,,3,3,2,,4
535,837,1,2,1,1,,4,2,1,1,0,1,1,42,4,8,,,2,,1,3,1,1,1,4,0.42,0.81,53,1,4,5,2,,1,,2,2,3,2,,1,2,1,1,2,1,7,,,2,3,3,1,3
536,837,1,2,1,3,1,2,2,1,1,,,,57,4,9,,1,2,,1,3,0,1,1,4,0.736,1.417,6,1,2,5,0,,,0,3,1,2,1,2,3,2,3,1,3,2,7,,,3,3,3,7,3
537,837,1,9,1,1,,2,2,1,1,,,,52,3,99,9,,2,,1,3,0,2,1,4,1.204,2.422,4,1,4,5,1,1,,,1,1,1,1,2,3,2,1,3,2,2,2,2,,3,3,3,2,5
538,837,1,2,1,3,1,2,2,1,1,,,,77,2,6,,,2,,1,2,0,1,1,4,1.347,2.591,6,1,4,5,2,,1,,2,2,3,2,,1,3,3,3,2,1,1,,2,2,3,2,,3
539,837,2,2,1,3,2,6,2,1,1,1,0,3,32,2,2,,,2,,1,1,0,2,2,4,1.063,2.351,53,1,2,5,1,2,,,3,1,4,2,,3,3,3,2,2,3,2,2,,3,3,1,,3
540,837,1,2,1,1,,2,2,1,1,,,,47,2,1,,,2,,1,3,1,2,1,4,0.602,1.211,8,1,2,5,8,,,0,8,9,3,1,2,1,2,8,3,2,3,8,,,3,3,3,7,4
541,837,1,2,1,3,1,2,2,1,1,,,,65,3,5,,,2,,1,2,0,2,1,4,0.964,1.856,6,1,3,5,1,2,,,1,1,3,2,,1,3,3,1,2,1,7,,,3,3,2,,3
542,837,1,2,1,3,1,4,3,2,1,0,1,0,73,1,2,,,1,1,,2,0,2,1,4,2.379,4.785,8,1,3,5,2,,1,,2,2,3,2,,1,3,3,3,2,2,7,,,3,3,2,,4
543,837,1,3,1,1,,3,1,0,1,2,0,0,46,5,7,,,2,,1,1,0,2,1,4,0.807,0.776,6,1,3,5,1,1,,,1,1,3,2,,1,3,1,3,2,2,8,,,3,3,1,,4
544,837,2,1,1,1,,1,,0,1,,,,28,5,5,,,2,,1,2,0,2,2,4,0.629,1.396,32,1,4,5,2,,2,,2,1,4,2,,1,2,1,2,2,2,7,,,2,2,2,,2
545,837,1,3,1,1,,4,1,1,0,0,2,1,32,3,8,,,2,,1,1,0,1,1,4,1.261,1.214,6,1,3,5,1,2,,,1,1,1,1,2,3,2,1,3,1,2,8,,,3,3,1,,4
546,837,1,5,1,1,,2,1,1,0,1,0,0,50,5,9,,2,2,,1,3,0,1,1,4,0.609,0.586,6,1,4,4,1,2,,,1,1,1,1,2,1,2,1,3,1,2,7,,,3,3,3,2,3
547,837,2,2,1,3,2,4,4,2,2,,,,50,2,6,,,2,,1,3,0,2,1,1,1.072,3.915,34,1,4,5,1,1,,,3,1,3,2,,3,3,1,3,3,3,8,,,3,3,3,1,3
548,837,1,2,1,3,2,4,2,1,1,2,0,0,41,3,9,,1,2,,1,1,0,2,1,2,0.733,1.525,26,1,3,5,2,,1,,2,1,3,2,,1,2,3,1,3,2,2,2,,3,3,1,,3
549,837,1,2,1,1,,3,2,1,1,1,0,0,47,3,8,,,2,,1,2,0,2,1,3,0.997,1.887,37,1,4,5,2,,1,,2,2,4,2,,3,2,3,3,2,2,7,,,3,3,2,,3
550,837,1,2,1,1,,2,2,1,1,,,,57,2,8,,,2,,1,1,0,1,2,1,0.385,0.848,42,1,3,5,1,1,,,1,1,1,1,2,1,3,1,1,3,2,8,,,2,2,1,,4
551,837,1,2,1,3,1,2,2,1,1,,,,60,2,4,,,2,,1,2,0,1,1,2,0.627,1.303,18,1,2,5,2,,1,,2,2,3,2,,1,3,3,1,2,2,7,,,3,3,2,,2
552,837,2,2,1,3,4,3,3,2,1,,,,37,1,1,,,2,,1,3,0,1,1,1,1.35,4.93,42,2,,,,,,,,,,,,,,,,,,,,,,,3,7,7
553,837,2,5,1,2,,3,1,0,1,0,1,1,29,2,2,,,2,,1,3,0,2,1,1,0.894,0.816,50,2,,,,,,,,,,,,,,,,,,,,,,,3,1,3
554,837,2,2,1,3,1,1,,1,0,,,,80,1,2,,,2,,1,1,0,1,1,3,3.363,3.193,40,2,,,,,,,,,,,,,,,,,,,,,,,1,,8
555,837,1,4,1,2,,1,,0,1,,,,57,2,5,,,2,,1,1,0,2,1,1,0.598,1.092,9,1,3,5,1,2,,,1,1,3,1,2,3,3,3,1,3,2,7,,,2,3,1,,4
556,837,1,2,1,1,,5,2,1,1,0,2,1,31,2,4,,,2,,1,1,0,1,1,2,2.081,3.46,29,1,1,5,8,,,1,3,1,1,8,,2,1,3,2,3,2,7,,,2,2,1,,2
557,837,1,5,1,3,1,1,,0,1,,,,71,1,1,,,8,,2,2,0,2,1,3,2.671,5.072,48,1,4,5,9,,,2,2,2,1,2,,3,1,3,3,2,2,1,,2,3,3,2,,5
558,837,1,2,1,2,,3,2,1,1,0,1,0,31,2,99,9,,2,,1,3,0,2,1,1,1.185,2.164,42,2,,,,,,,,,,,,,,,,,,,,,,,3,7,4
559,837,1,1,1,1,,3,3,2,1,,,,40,2,8,,,2,,1,3,2,1,2,2,0.511,2.188,29,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3
560,837,1,2,1,3,2,4,2,1,1,0,0,2,29,5,6,,,2,,1,1,0,2,1,1,0.85,1.552,42,1,4,5,2,,1,,3,1,3,2,,1,2,3,2,2,2,8,,,3,3,1,,3
561,837,1,2,1,3,1,2,2,1,1,,,,68,1,3,,,2,,1,2,0,2,1,1,2.118,3.868,42,1,4,5,2,,1,,2,2,2,8,,1,3,3,1,2,2,1,,1,7,3,2,,2
562,837,1,2,1,1,,2,2,1,1,,,,58,1,2,,,2,,1,2,0,1,1,1,2.255,4.119,42,1,3,5,2,,1,,2,2,4,2,,1,2,3,1,2,2,7,,,3,3,2,,4
563,837,1,2,1,1,,2,2,1,1,,,,49,1,7,,,2,,2,2,0,2,1,3,2.685,5.081,37,1,4,5,2,,1,,2,2,3,1,1,1,3,3,2,2,2,8,,,3,3,2,,3
564,837,1,2,1,3,2,3,2,1,1,0,1,0,37,4,9,,1,2,,1,3,1,2,1,2,0.263,0.547,18,1,2,5,1,2,,,3,1,3,2,,1,3,1,2,3,2,7,,,2,3,3,2,2
565,837,1,2,1,1,,1,,1,0,,,,70,2,8,,,2,,1,3,0,1,2,2,1.031,1.102,19,1,4,5,1,1,,,1,1,1,1,2,2,2,1,1,3,2,2,2,,3,2,3,2,5
566,837,1,2,1,1,,4,2,1,1,1,0,1,32,2,8,,,2,,1,2,0,2,1,3,0.718,1.489,47,2,,,,,,,,,,,,,,,,,,,,,,,2,,3
567,837,1,4,1,3,1,1,,0,1,,,,79,6,6,,,2,,1,3,0,2,1,2,1.647,2.74,29,1,4,8,7,,,8,8,1,1,1,3,1,2,1,3,2,1,7,,,2,3,3,2,3
568,837,1,2,2,2,,3,1,0,1,0,2,0,55,2,3,,,2,,1,3,0,2,1,2,0.508,0.529,39,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
569,837,1,2,1,2,,4,2,1,1,0,0,2,34,3,6,,,2,,1,1,0,2,2,2,0.719,1.366,39,1,3,4,2,,2,,2,7,3,2,,1,2,3,1,2,3,8,,,3,3,1,,5
570,837,1,4,1,3,1,1,,0,1,,,,68,3,2,,,2,,1,3,1,2,1,4,0.482,0.927,6,1,4,5,0,,,1,1,1,2,1,1,1,3,1,1,2,1,7,,,2,3,3,2,3
571,837,1,2,1,1,,4,2,1,1,0,1,1,40,4,8,,,2,,1,1,0,1,2,1,0.316,0.696,42,1,4,5,1,1,,,1,1,1,1,2,3,3,1,1,3,2,2,2,,3,3,1,,4
572,837,1,2,1,3,1,2,2,1,1,,,,64,2,2,,,2,,1,1,0,2,2,2,0.481,0.914,18,1,4,5,1,8,,,1,1,2,1,2,3,2,1,1,2,2,7,,,3,3,1,,4
573,837,1,4,1,3,1,1,,0,1,,,,76,1,1,,,2,,1,2,0,2,2,3,1.353,2.859,28,1,3,5,1,8,,,1,1,3,2,,1,2,3,3,3,1,7,,,3,3,2,,3
574,837,2,2,1,3,4,2,2,1,1,,,,45,2,5,,,2,,2,2,0,1,1,3,1.14,2.157,11,1,2,4,2,,1,,2,2,2,2,,3,3,1,1,2,3,1,,2,1,1,2,,5
575,837,1,4,1,3,1,2,2,1,1,,,,63,4,99,2,,2,,1,1,0,2,2,3,0.351,0.741,28,1,3,5,1,1,,,1,1,1,1,2,1,3,1,1,2,2,7,,,3,3,1,,4
576,837,1,1,1,3,3,2,2,1,1,,,,26,3,7,,,2,,1,1,0,1,1,2,0.77,1.601,26,1,2,5,1,1,,,1,1,3,2,,1,2,1,1,2,3,8,,,3,3,1,,3
577,837,1,2,1,3,1,2,2,1,1,,,,80,2,2,,,2,,1,2,0,2,2,2,0.87,1.861,29,1,3,5,2,,1,,2,1,2,8,,3,2,2,2,2,1,7,,,3,3,2,,7
578,837,1,2,1,2,,5,2,1,1,1,2,0,37,3,8,,,2,,1,2,0,2,2,2,1.047,2.238,27,1,3,4,2,,2,,3,2,4,2,,1,3,2,3,3,2,2,2,,3,3,2,,2
579,837,1,4,1,3,1,1,,0,1,,,,76,2,2,,,2,,1,2,0,2,1,2,0.611,1.268,39,1,4,5,1,2,,,2,1,3,2,,1,2,3,2,2,2,1,,2,2,3,2,,3
580,837,2,2,1,3,4,4,2,1,1,0,0,2,29,3,2,,,2,,1,3,0,1,2,2,0.729,1.385,39,1,3,5,2,,1,,2,1,3,2,,1,2,1,3,2,2,7,,,3,3,3,7,3
581,837,2,1,1,1,,3,2,1,1,0,0,1,24,2,4,,,2,,1,3,0,2,1,3,1.324,2.505,37,2,,,,,,,,,,,,,,,,,,,,,,,3,2,2
582,837,1,2,1,3,2,5,2,1,1,0,0,3,32,5,8,,,2,,1,1,0,2,2,1,0.335,0.736,36,1,3,5,2,,1,,2,1,2,2,,1,2,1,3,3,2,2,2,,3,3,1,,3
583,837,2,4,1,3,2,4,2,0,2,0,1,1,50,3,4,,,2,,1,2,2,2,1,1,0.405,0.737,25,1,4,5,2,,1,,2,2,2,2,,1,2,8,2,2,2,7,,,3,3,2,,3
584,837,1,2,1,3,1,2,2,1,1,,,,75,2,3,,,2,,1,2,0,1,2,2,1.174,2.509,19,1,4,5,2,,1,,2,2,1,1,1,1,2,1,3,2,1,1,,2,7,3,2,,3
585,837,1,2,1,3,1,2,2,1,1,,,,71,5,4,,,2,,1,2,1,1,2,1,0.231,0.509,42,1,4,5,2,,2,,2,2,3,1,2,1,3,1,1,2,1,2,2,,3,3,2,,2
586,837,2,1,2,1,,3,3,2,1,,,,20,2,8,,,2,,1,2,0,1,1,1,0.953,3.479,34,2,,,,,,,,,,,,,,,,2,,,,,,,2,,4
587,837,1,2,1,3,2,4,2,1,1,2,0,0,55,1,99,9,,2,,1,3,0,2,1,2,1.173,2.437,18,2,,,,,,,,,,,,,,,,,,,,,,,3,7,3
588,837,1,2,1,3,1,2,2,1,1,,,,62,2,3,,,2,,1,1,0,2,2,3,0.432,0.861,45,1,4,5,1,8,,,1,1,8,1,2,1,2,3,1,8,2,8,,,3,3,1,,4
589,837,1,2,1,3,1,2,2,1,1,,,,65,4,4,,,2,,1,2,0,2,2,2,0.399,0.759,18,1,4,5,2,,2,,2,2,4,2,,1,3,3,3,2,1,1,,1,2,3,2,,3
590,837,1,2,1,3,2,2,2,1,1,,,,77,1,98,8,,2,,1,2,0,2,2,2,2.007,4.292,19,1,3,4,8,,,2,2,8,8,2,,1,3,8,8,2,2,1,,2,3,3,2,,2
591,837,2,2,1,3,3,2,2,1,1,,,,25,4,6,,,2,,1,2,0,1,1,3,0.98,1.861,22,1,3,5,2,,2,,2,1,3,2,,1,2,1,1,3,2,7,,,3,3,2,,3
592,837,2,2,1,3,4,3,2,1,1,1,0,0,45,2,2,,,2,,1,1,0,2,1,2,0.687,1.428,55,1,3,5,1,2,,,1,7,3,2,,1,2,1,1,3,2,2,2,,3,3,1,,4
593,837,2,2,1,1,,3,3,1,2,,,,61,1,7,,,2,,1,1,0,2,1,1,1.337,4.877,25,8,,,,,,,,,,,,,,,,,,,,,,,1,,2
594,837,2,2,1,2,,3,2,1,1,0,1,0,46,2,8,,,2,,1,2,0,2,1,1,1.072,1.958,36,1,4,5,2,,1,,2,7,3,8,,8,3,3,3,2,2,8,,,3,3,2,,3
595,837,2,4,2,3,4,4,4,2,2,,,,61,1,2,,,8,,1,2,0,1,2,1,0.888,3.91,42,2,,,,,,,,,,,,,,,,3,,,,,,,2,,2
596,837,1,2,1,2,,5,2,1,1,2,1,0,38,2,6,,,2,,1,1,1,2,1,1,0.432,0.787,23,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
597,837,2,1,1,1,,1,,1,0,,,,40,2,4,,,2,,1,3,0,1,1,1,1.119,1.022,42,2,,,,,,,,,,,,,,,,2,,,,,,,3,2,4
598,837,1,2,1,3,2,4,2,1,1,0,0,2,29,2,98,8,,2,,1,2,0,2,1,2,0.759,1.578,26,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
599,837,1,5,1,1,,1,,1,0,,,,44,5,8,,,2,,1,2,0,1,1,3,0.747,0.706,24,1,4,5,2,,1,,2,2,3,2,,1,3,3,3,2,2,8,,,3,3,2,,3
600,837,1,2,1,1,,2,2,1,1,,,,24,3,7,,,2,,1,3,0,2,1,2,0.912,1.896,26,1,1,3,1,2,,,1,1,4,2,,1,3,1,1,2,2,1,,2,2,2,3,7,3
601,837,1,1,2,1,,5,3,2,1,2,0,0,21,2,4,,,2,,1,3,0,1,1,1,0.719,2.622,25,1,2,5,2,,2,,3,1,3,2,,3,2,3,3,3,2,8,,,3,3,3,1,4
602,837,1,2,1,3,1,2,2,1,1,,,,60,5,99,1,,2,,1,1,0,2,2,3,0.31,0.617,37,1,3,5,1,1,,,1,1,2,1,2,1,3,1,1,1,2,1,,2,8,3,1,,4
603,837,1,5,1,1,,3,2,1,1,0,1,0,30,2,7,,,2,,2,2,0,1,1,2,1.167,2.425,39,1,3,5,9,,,9,9,2,3,2,,1,2,1,1,2,3,8,,,3,3,2,,3
604,837,1,4,1,2,,8,6,1,5,0,2,0,65,2,3,,,2,,1,2,0,2,1,1,0.693,2.529,25,1,1,5,2,,1,,2,2,1,8,,1,3,3,3,2,2,2,1,,7,3,2,,3
605,837,1,3,1,1,,1,,1,0,,,,49,2,8,,,2,,1,3,1,1,1,1,0.548,0.499,9,1,3,5,2,,2,,2,1,3,2,,3,3,3,3,3,3,7,,,3,3,3,1,3
606,837,1,4,1,1,,1,,1,0,,,,64,3,5,,,2,,1,3,0,1,1,1,0.739,0.673,9,1,4,5,2,,1,,2,2,3,2,,1,3,3,3,2,2,7,,,3,3,3,1,3
607,837,1,2,1,3,2,5,3,1,2,0,2,0,58,1,98,8,,2,,2,8,1,2,1,3,1.289,4.876,37,2,,,,,,,,,,,,,,,,,,,,,,,8,8,8
608,837,1,4,1,1,,1,,1,0,,,,51,3,8,,,2,,1,2,0,1,1,2,0.518,0.539,26,1,3,5,2,,1,,2,2,3,2,,1,1,3,1,2,2,1,,1,3,3,2,,3
609,837,2,2,1,2,,4,2,1,1,2,0,0,56,3,7,,,2,,1,2,0,1,1,1,0.739,1.347,9,1,3,5,2,,1,,2,2,3,2,,3,1,1,2,2,2,2,2,,3,3,2,,4
610,837,2,4,1,1,,3,2,1,1,1,0,0,46,1,2,,,2,,1,3,0,2,1,2,1.584,3.292,18,2,,,,,,,,,,,,,,,,,,,,,,,3,1,2
611,837,1,2,1,2,,2,2,1,1,,,,71,2,8,,,2,,1,1,1,2,2,1,0.227,0.501,36,2,,,,,,,,,,,,,,,,,,,,,,,1,,3
612,837,1,2,1,1,,6,2,1,1,0,0,4,28,2,3,,,2,,1,1,0,1,1,2,0.77,1.601,26,2,,,,,,,,,,,,,,,,,,,,,,,1,,4
613,837,1,2,1,1,,3,2,1,1,1,0,0,46,2,6,,,2,,1,2,0,1,1,3,0.753,1.425,12,2,,,,,,,,,,,,,,,,,,,,,,,2,,4
614,837,1,1,1,1,,3,1,0,1,0,1,1,45,5,6,,,2,,1,2,0,2,2,3,0.515,0.513,13,2,,,,,,,,,,,,,,,,,,,,,,,2,,2
615,837,1,2,2,3,2,3,2,1,1,0,0,1,22,2,98,8,,2,,1,2,0,2,2,3,0.775,1.543,54,2,,,,,,,,,,,,,,,,,,,,,,,2,,8
616,837,1,2,1,2,,3,3,1,2,,,,61,5,9,,2,2,,1,3,0,1,1,3,0.653,1.235,51,1,4,5,1,1,,,1,1,1,1,2,3,2,8,1,3,2,7,,,3,3,3,2,3
617,837,1,2,1,1,,3,2,1,1,0,0,1,30,3,8,,,2,,1,2,0,2,1,3,1.102,2.085,12,1,3,3,2,,2,,2,7,3,2,,1,2,1,3,3,3,8,,,2,3,2,,2
618,837,2,5,1,1,,1,,1,0,,,,37,5,8,,,2,,1,2,0,1,1,1,0.802,0.732,34,2,,,,,,,,,,,,,,,,3,,,,,,,2,,2
619,837,1,2,1,2,,2,2,1,1,,,,70,3,6,,,2,,1,2,0,2,1,1,0.919,1.678,36,1,3,5,2,,1,,2,2,3,2,,1,3,1,1,2,2,7,,,3,3,2,,3
620,837,2,5,1,3,1,1,,0,1,,,,83,1,1,,,2,,1,1,0,2,1,1,2.194,4.009,36,1,2,5,8,,,8,8,1,3,2,,1,1,1,1,3,3,7,,,3,3,1,,3
621,837,1,1,2,1,,4,3,2,1,0,0,1,29,3,6,,,2,,1,2,0,1,2,1,0.483,1.902,33,2,,,,,,,,,,,,,,,,3,,,,,,,2,,4
622,837,1,1,1,1,,3,3,1,2,,,,99,2,99,9,,2,,1,3,0,2,1,3,0.744,3.087,21,1,3,5,1,2,,,1,1,3,1,2,1,1,8,1,2,3,8,,,3,3,3,2,4
623,837,1,2,1,1,,4,2,1,1,0,0,2,34,4,3,,,2,,1,1,0,1,2,1,0.346,0.681,33,2,,,,,,,,,,,,,,,,3,,,,,,,1,,3
